,Frontal_Sup_Orb_R,Postcentral_L,Frontal_Sup_L,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Sup_Orb_L,Temporal_Pole_Mid_R,Frontal_Sup_R,Thalamus_R,Precuneus_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Sup_L,Occipital_Sup_R,Precentral_L,Parietal_Inf_L,Parietal_Sup_L,Parietal_Sup_R,Frontal_Mid_L,Frontal_Inf_Tri_R,Frontal_Mid_Orb_L,Postcentral_R,CSF,Cerebelum_4_5_R,Temporal_Mid_R,Temporal_Inf_R,Frontal_Inf_Tri_L,Cerebelum_8_R,Cerebelum_Crus2_R,Cerebelum_10_R,Frontal_Inf_Orb_R,Cerebelum_7b_R,Frontal_Med_Orb_L,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Angular_L,Angular_R,Frontal_Mid_R,Occipital_Inf_R,Frontal_Mid_Orb_R,CBCL-aggr_behav_score,CBCL-anx_prob_score,CBCL-anxious_score,CBCL-attention_hyper_prob_score,CBCL-attention_prob_score,CBCL-conduct_prob_score,CBCL-depressed_score,CBCL-depressive_prob_score,CBCL-externalizing_score,CBCL-internalizing_score,CBCL-obsessive_comp_prob_score,CBCL-oppo_def_prob_score,CBCL-rule_break_behav_score,CBCL-sluggish_cogn_tempo_score,CBCL-social_prob_score,CBCL-som_comp_score,CBCL-som_prob_score,CBCL-stress_prob_score,CBCL-thought_prob_score,CBCL-total_problems_score,"VSA DAS_SA,PC_ABILITY_SCORE","VSA DAS_SA,matrices_ABILITY_SCORE","VSA DAS_SA,rd_ABILITY_SCORE","VSA DAS_SA,seq_qr_ABILITY_SCORE","VSA DAS_SA,verbal_similarities_ABILITY_SCORE","VSA DAS_SA,word_defn_ABILITY_SCORE",Vineland-community_RAW_SCORE,Vineland-copy_skills_RAW_SCORE,Vineland-domestic_RAW_SCORE,Vineland-expressive_RAW_SCORE,Vineland-fine_motor_RAW_SCORE,Vineland-gross_motor_RAW_SCORE,Vineland-inter_pers_rel_RAW_SCORE,Vineland-personal_RAW_SCORE,Vineland-play_leisure_RAW_SCORE,Vineland-receptive_RAW_SCORE,Vineland-written_RAW_SCORE,"V24 ADOS_Derived,restricted_repetitive_behavior_total","V36 ADOS_Derived,restricted_repetitive_behavior_total","V37Plus ADOS_Derived,restricted_repetitive_behavior_total","V24 ADOS_Derived,severity_score_lookup","V36 ADOS_Derived,severity_score_lookup","V37Plus ADOS_Derived,severity_score_lookup","V24 ADOS_Derived,social_affect_restricted_repetitive_behavior_total","V36 ADOS_Derived,social_affect_restricted_repetitive_behavior_total","V37Plus ADOS_Derived,social_affect_restricted_repetitive_behavior_total","V24 ADOS_Derived,social_affect_total","V36 ADOS_Derived,social_affect_total","V37Plus ADOS_Derived,social_affect_total"
Occipital_Mid_L,0.4147058823529412,0.8529411764705882,0.6323529411764706,0.7058823529411764,0.6,0.4764705882352941,0.611764705882353,0.8117647058823528,0.7411764705882353,0.7470588235294118,1.0,0.8823529411764707,0.9352941176470588,0.8705882352941177,0.7852941176470588,0.6970588235294117,0.6735294117647058,0.7382352941176471,0.711764705882353,0.7323529411764707,0.5558823529411765,0.8352941176470589,0.7852941176470588,0.7029411764705883,0.8558823529411764,0.7676470588235293,0.7852941176470588,0.43529411764705883,0.6088235294117647,0.4264705882352941,0.6558823529411765,0.6970588235294117,0.6441176470588235,0.6205882352941177,0.6794117647058824,0.8029411764705883,0.9176470588235294,0.7999999999999999,0.8088235294117646,0.6205882352941177,0.20936387091282424,0.41277045446049854,0.30234819306489946,0.0060073334228960005,-0.01773859660830093,0.4411116680348306,0.6489770356367025,0.38623478558076146,0.2865611591925165,0.6355158634800622,0.1473752252367224,0.09091726945132875,0.38001135645177975,0.4195980293337451,0.6382473963636071,0.2047293310029672,0.12552411131335844,0.3127577457170147,0.17381325107874052,0.42920540722035533,-0.13823529411764704,0.06241050826688055,-0.3513180464307223,-0.23620532483427287,-0.13205271023755963,-0.18808065171835764,0.10309289530969178,-0.047128180713001955,-0.1445434017443121,0.2464961431419932,-0.23298381793423065,-0.23298381793423065,0.011782045178250489,-0.04123715812387671,-0.1242625304369271,0.2540645328923342,-0.21339225791815683,,,,,,,,,,,,
Occipital_Mid_R,0.6058823529411764,0.8147058823529412,0.6294117647058822,0.6294117647058822,0.6529411764705881,0.538235294117647,0.7000000000000001,0.8411764705882352,0.7794117647058825,0.7647058823529411,0.8823529411764707,1.0,0.8764705882352942,0.9176470588235294,0.7058823529411764,0.8029411764705883,0.7235294117647059,0.8735294117647058,0.6852941176470588,0.8735294117647058,0.5735294117647058,0.8823529411764707,0.8411764705882352,0.7470588235294118,0.9411764705882352,0.8970588235294116,0.7705882352941176,0.4794117647058824,0.7617647058823529,0.29411764705882354,0.6970588235294117,0.8029411764705883,0.711764705882353,0.5117647058823529,0.7382352941176471,0.823529411764706,0.961764705882353,0.911764705882353,0.8117647058823528,0.8058823529411765,0.062363706229351897,0.36305722454372313,0.29155004331258166,-0.051062334094615996,-0.03547719321660186,0.20312358596792887,0.6288417099486903,0.3297498564642074,0.10192123703238987,0.5553339554708955,0.04605475788647575,-0.10880263393355735,0.1810290320104935,0.48742778595536557,0.5795406783018602,0.08250286473253902,-0.008368274087557229,0.0908486785177995,0.04345331276968513,0.29498653417206555,-0.0588235294117647,0.005943857930179101,-0.2720846146825168,-0.05531390518270947,-0.04302841120100258,-0.08956221510397981,-0.15022107602269372,-0.12518423001891144,-0.2507385540462557,-0.05313689313240572,-0.1251209392609757,-0.1251209392609757,-0.058910225891252437,-0.2680415278051986,-0.21006284907194822,0.228953503478557,-0.28991913661984064,,,,,,,,,,,,
Occipital_Sup_L,0.5529411764705882,0.8323529411764706,0.7323529411764707,0.7735294117647058,0.711764705882353,0.4617647058823529,0.6617647058823529,0.8264705882352942,0.7558823529411764,0.7470588235294118,0.9352941176470588,0.8764705882352942,1.0,0.8382352941176471,0.7941176470588236,0.7676470588235293,0.7294117647058823,0.8117647058823528,0.7823529411764706,0.7735294117647058,0.5764705882352941,0.9,0.788235294117647,0.7735294117647058,0.9029411764705882,0.8176470588235294,0.8029411764705883,0.5235294117647059,0.7147058823529412,0.4147058823529412,0.7176470588235294,0.7147058823529412,0.5911764705882353,0.5176470588235293,0.7470588235294118,0.8411764705882352,0.9176470588235294,0.8558823529411764,0.8588235294117647,0.7147058823529412,0.010393951038225317,0.20337230420499017,0.08175741955326364,-0.18923100282122401,-0.20547207737948572,0.23040884378451632,0.5173229830612378,0.24731239234815555,0.08715004325957974,0.4365459436054633,-0.021492220347022018,-0.10731218689337166,0.1810290320104935,0.22872824907290615,0.44857953801027106,0.016806139112183874,-0.05857791861290061,0.09382732371510442,-0.046450092960697895,0.2064905739204459,-0.17058823529411765,0.016345609307992524,-0.2870343187859518,-0.14800207062400642,-0.03560971961462282,-0.0985184366143778,0.07511053801134686,-0.060382981538533755,-0.1592927284529154,0.21107154772038936,-0.26318542396274197,-0.26318542396274197,0.004418266941843933,-0.10014738401512914,-0.14201432049934526,0.347123053661038,-0.19278886749847268,,,,,,,,,,,,
Occipital_Sup_R,0.5088235294117647,0.7617647058823529,0.45294117647058824,0.4823529411764706,0.4617647058823529,0.4323529411764706,0.6029411764705882,0.7235294117647059,0.6941176470588235,0.7088235294117646,0.8705882352941177,0.9176470588235294,0.8382352941176471,1.0,0.611764705882353,0.8058823529411765,0.7352941176470589,0.8794117647058824,0.5352941176470588,0.7764705882352941,0.6176470588235293,0.7970588235294117,0.7823529411764706,0.6088235294117647,0.8823529411764707,0.8117647058823528,0.7205882352941175,0.4941176470588235,0.7382352941176471,0.3382352941176471,0.6852941176470588,0.7470588235294118,0.4911764705882353,0.5264705882352941,0.6617647058823529,0.7088235294117646,0.9058823529411765,0.8735294117647058,0.6852941176470588,0.7676470588235293,0.09503040949234576,0.3766153781573892,0.2992630074213801,-0.066080667651856,-0.08869298304150464,0.25314655863167257,0.6195484827080693,0.3526491520519996,0.1477119377281013,0.5211824020595838,0.14430490804429066,-0.0864459283307716,0.2289044784926075,0.4842729135543599,0.5569611713550345,0.11917080461366747,0.06694619270045783,0.12361377568815342,0.06742755429778728,0.2890868034886242,0.0411764705882353,0.12036312308612677,-0.13903224816194543,0.11062781036541894,0.05193084110465829,0.04627381113705623,0.10309289530969178,0.11192942919337963,0.07079676820129573,0.16531477863415114,0.034516121175441575,0.034516121175441575,0.19587650108841437,-0.011782045178250489,0.03846221180190601,0.45052141007070884,-0.07358353721315752,,,,,,,,,,,,
Precentral_L,0.4058823529411764,0.9235294117647058,0.8529411764705882,0.9058823529411765,0.7911764705882354,0.4147058823529412,0.7588235294117647,0.8617647058823529,0.7029411764705883,0.7058823529411764,0.7852941176470588,0.7058823529411764,0.7941176470588236,0.611764705882353,1.0,0.7617647058823529,0.7294117647058823,0.6705882352941177,0.9352941176470588,0.6794117647058824,0.488235294117647,0.8529411764705882,0.6294117647058822,0.7441176470588236,0.6823529411764706,0.7294117647058823,0.8352941176470589,0.5176470588235293,0.6470588235294118,0.3588235294117647,0.6911764705882353,0.5882352941176471,0.6558823529411765,0.75,0.7294117647058823,0.7000000000000001,0.7852941176470588,0.7323529411764707,0.6470588235294118,0.6676470588235294,0.15442441542506186,0.12503630554825318,0.14654631806717067,-0.07509166778620001,-0.1300830417942068,0.2880110547306454,0.3872178016925433,-0.0045798591175584364,0.22747638410127596,0.3608185860412503,-0.2210628378550836,0.03278983488408578,0.3306398022670997,0.06309744802011204,0.25289047780444807,0.08097503390415867,-0.008368274087557229,0.004467967795957353,-0.07192272458430643,0.25811321740055737,-0.023529411764705882,0.06686840171451489,-0.3662677505341572,-0.22574053196186836,-0.04006093456645068,-0.20599309473915356,-0.1855672115574452,-0.39322575782411007,-0.4985272427507907,0.15941067939721715,-0.2286693027873004,-0.2286693027873004,-0.1767306776737573,-0.004418266941843933,-0.21893874410315728,0.044313581318430384,-0.3208242222493668,,,,,,,,,,,,
Parietal_Inf_L,0.5941176470588235,0.8558823529411764,0.6382352941176471,0.6029411764705882,0.6147058823529412,0.34705882352941175,0.8029411764705883,0.6970588235294117,0.5882352941176471,0.6088235294117647,0.6970588235294117,0.8029411764705883,0.7676470588235293,0.8058823529411765,0.7617647058823529,1.0,0.8970588235294116,0.8941176470588235,0.7411764705882353,0.7323529411764707,0.6176470588235293,0.8588235294117647,0.65,0.7323529411764707,0.7382352941176471,0.8088235294117646,0.8352941176470589,0.6294117647058822,0.9,0.36470588235294116,0.7764705882352941,0.7852941176470588,0.4764705882352941,0.5676470588235295,0.6558823529411765,0.6882352941176471,0.8617647058823529,0.8058823529411765,0.5970588235294118,0.888235294117647,0.002969700296635805,0.15365907428821476,0.20053706682875985,-0.28534833758756,-0.3074690078772161,0.05002297266374368,0.36708247600453103,0.007633098529264059,0.05908477509124051,0.3133033812950774,-0.1550510182178017,-0.13712112769708598,0.11968861620528495,0.22872824907290615,0.27998588614063896,-0.010694815798662466,-0.11715583722580122,-0.16680413104907452,-0.23374885489899588,0.08112129689731802,-0.02647058823529412,0.035663147581074604,-0.17640650842053288,0.12109260323782342,0.004451214951827853,-0.05970814340265321,-0.1929309897938517,-0.1929309897938517,-0.256638284729697,-0.030996520993903334,-0.02588709088158118,-0.02588709088158118,-0.032400624240188844,-0.15022107602269372,-0.07692442360381202,0.2452018166286481,-0.3016925025739458,,,,,,,,,,,,
Parietal_Sup_L,0.5735294117647058,0.8205882352941177,0.6647058823529411,0.6,0.5676470588235295,0.21470588235294116,0.7999999999999999,0.5794117647058823,0.4705882352941176,0.4970588235294117,0.6735294117647058,0.7235294117647059,0.7294117647058823,0.7352941176470589,0.7294117647058823,0.8970588235294116,1.0,0.8264705882352942,0.6882352941176471,0.6382352941176471,0.5294117647058824,0.8058823529411765,0.4705882352941176,0.6852941176470588,0.6,0.7970588235294117,0.7529411764705882,0.5941176470588235,0.7911764705882354,0.37941176470588234,0.7147058823529412,0.7617647058823529,0.5,0.4382352941176471,0.4941176470588235,0.65,0.8205882352941177,0.6911764705882353,0.5735294117647058,0.8411764705882352,0.14403046438683653,0.0903876907577734,0.16968521039356604,-0.31538500470204,-0.2542532180523133,0.15461646096066228,0.518871854268008,0.23051957558377462,0.17577720589644052,0.49890964983481517,0.053730550867555044,0.04024207008501437,0.15409909336430438,0.3028677504965378,0.35374560883360295,0.25361991751113844,0.06694619270045783,-0.12361377568815342,-0.15583256993266395,0.16224259379463604,-0.15,0.008915786895268651,-0.1704266267791589,0.10016301749301444,0.08012186913290135,0.023883257361061283,-0.09425636142600391,-0.23416814791772844,-0.19469111255356328,0.11512993512021238,-0.2545563936688816,-0.2545563936688816,0.005891022589125244,-0.12960249696075538,-0.02662768509362724,0.30428659171988864,-0.1398087207049993,,,,,,,,,,,,
Parietal_Sup_R,0.6264705882352941,0.7911764705882354,0.5676470588235295,0.5823529411764706,0.5794117647058823,0.4676470588235294,0.7323529411764707,0.7029411764705883,0.611764705882353,0.6617647058823529,0.7382352941176471,0.8735294117647058,0.8117647058823528,0.8794117647058824,0.6705882352941177,0.8941176470588235,0.8264705882352942,1.0,0.6147058823529412,0.7529411764705882,0.538235294117647,0.8352941176470589,0.6617647058823529,0.6264705882352941,0.823529411764706,0.823529411764706,0.7058823529411764,0.538235294117647,0.8352941176470589,0.29705882352941176,0.6882352941176471,0.7588235294117647,0.5794117647058823,0.38235294117647056,0.6970588235294117,0.6852941176470588,0.9058823529411765,0.85,0.7676470588235293,0.8411764705882352,-0.11581831156879638,0.1491396897503261,0.13112038984957375,-0.33040333825928003,-0.3237293881014919,-0.09398255470157903,0.4073531273805555,0.2045670405842768,-0.09158140139142278,0.3088488308501237,-0.1366291150632114,-0.284675384675472,-0.07929370823600129,0.2586995368824594,0.31761839771868183,-0.08861418804606043,-0.15899720766358735,-0.22339838979786766,-0.22176173413494482,0.0427730474549495,-0.0588235294117647,-0.118877158603582,-0.2765695259135474,0.12109260323782342,-0.03264224298007092,-0.11643087963517376,-0.108983917898817,-0.09131085013144127,-0.11799461366882621,-0.07232521565244111,0.04745966661623216,0.04745966661623216,0.060382981538533755,-0.15758485425910027,-0.08284168695795141,0.37223408307481526,-0.18101550154436752,,,,,,,,,,,,
Frontal_Mid_L,0.5205882352941177,0.8558823529411764,0.9264705882352942,0.9264705882352942,0.8352941176470589,0.3588235294117647,0.8205882352941177,0.8588235294117647,0.6852941176470588,0.5852941176470587,0.711764705882353,0.6852941176470588,0.7823529411764706,0.5352941176470588,0.9352941176470588,0.7411764705882353,0.6882352941176471,0.6147058823529412,1.0,0.6617647058823529,0.44705882352941173,0.8529411764705882,0.6264705882352941,0.7676470588235293,0.6941176470588235,0.7529411764705882,0.8352941176470589,0.6058823529411764,0.7294117647058823,0.45294117647058824,0.7176470588235294,0.6823529411764706,0.5941176470588235,0.6529411764705881,0.6470588235294118,0.7176470588235294,0.75,0.7176470588235294,0.6617647058823529,0.6529411764705881,0.04751520474617288,0.07682953714410738,0.04627778465279074,-0.141172335438056,-0.14190877286640743,0.2349563867539476,0.3082253701472644,-0.14655549176186997,0.1270322664461671,0.30736398070180576,-0.1903596659307664,-0.014904470401857172,0.26181884794906085,0.07887181002514006,0.13848764260719776,0.12375429709880853,0.016736548175114458,-0.028297129374396567,-0.10039213639892772,0.1548679304403344,-0.02647058823529412,-0.04160700551125371,-0.2840443779652648,-0.1868713012929374,0.022256074759139263,-0.13434332265596974,-0.23711365921229102,-0.3254789980491697,-0.5250760308262766,0.06937316603397413,-0.24592736337502122,-0.24592736337502122,-0.1929309897938517,-0.0397644024765954,-0.22189737578022697,0.026588148791058232,-0.332597588203472,,,,,,,,,,,,
Frontal_Inf_Tri_R,0.5735294117647058,0.6823529411764706,0.6294117647058822,0.6470588235294118,0.7352941176470589,0.5264705882352941,0.5970588235294118,0.8411764705882352,0.7205882352941175,0.7323529411764707,0.7323529411764707,0.8735294117647058,0.7735294117647058,0.7764705882352941,0.6794117647058824,0.7323529411764707,0.6382352941176471,0.7529411764705882,0.6617647058823529,1.0,0.5,0.8647058823529412,0.7411764705882353,0.7411764705882353,0.8617647058823529,0.8764705882352942,0.7676470588235293,0.6617647058823529,0.7529411764705882,0.3558823529411765,0.8147058823529412,0.711764705882353,0.5882352941176471,0.5,0.8558823529411764,0.6382352941176471,0.8147058823529412,0.9029411764705882,0.6088235294117647,0.8764705882352942,0.004454550444953707,0.12352984403562366,0.11106668316669778,-0.087106334631992,-0.04878114067282755,0.15613230861713936,0.44762377875658005,0.25341887117156675,0.017725432527372156,0.3177579317400311,-0.05219539227133918,-0.26231867907268624,0.052363769589812176,0.3864718691231862,0.36277741161233323,-0.06264106396359444,-0.1422606594884729,0.09233800111645195,0.06742755429778728,0.1814167185158203,0.049999999999999996,0.23181045927698493,-0.1375372777516019,0.053818934772365976,0.10089420557476465,0.10150384378451045,-0.1767306776737573,-0.13549351954988062,-0.29498653417206555,0.025092421756969366,-0.12080642411404552,-0.12080642411404552,-0.0265096016510636,-0.23564090356500975,-0.12130389875985742,0.2629272491560203,-0.20750557494110425,,,,,,,,,,,,
Frontal_Mid_Orb_L,0.6588235294117648,0.4941176470588235,0.33529411764705885,0.4764705882352941,0.3911764705882353,0.5323529411764706,0.6323529411764706,0.3970588235294118,0.3529411764705882,0.5264705882352941,0.5558823529411765,0.5735294117647058,0.5764705882352941,0.6176470588235293,0.488235294117647,0.6176470588235293,0.5294117647058824,0.538235294117647,0.44705882352941173,0.5,1.0,0.5676470588235295,0.5617647058823529,0.5911764705882353,0.5705882352941177,0.5147058823529412,0.5823529411764706,0.2647058823529412,0.4941176470588235,-0.011764705882352941,0.6558823529411765,0.4294117647058823,0.3852941176470588,0.4264705882352941,0.3294117647058824,0.5470588235294118,0.6176470588235293,0.5735294117647058,0.34411764705882353,0.6235294117647059,0.0014848501483179025,0.11599753647247586,0.16042965346300792,-0.30036667114480003,-0.3887709089985953,0.10459348829691859,0.40890199858732573,0.033585633528761864,0.11373819205063798,0.2004547700229168,-0.09825015015781494,-0.08197458721021446,0.2393772324105699,0.18771490785983333,0.3055759940137081,-0.05500190982169268,-0.25941649671427414,-0.08340206552453726,-0.3775943040676088,-0.07522156621387671,0.19999999999999998,0.18723152480064167,-0.004484911231030497,0.13903224816194543,0.08902429903655705,0.0835914007637145,0.010309289530969178,-0.1723124107319134,-0.10619515230194361,0.15498260496951666,-0.01294354544079059,-0.01294354544079059,0.03681889118203278,-0.06332849283309637,-0.03254494844776662,0.26145012977873927,-0.06769685423610493,,,,,,,,,,,,
Postcentral_R,0.5764705882352941,0.9,0.7470588235294118,0.7911764705882354,0.7705882352941176,0.38823529411764707,0.8088235294117646,0.8852941176470588,0.6529411764705881,0.6558823529411765,0.8352941176470589,0.8823529411764707,0.9,0.7970588235294117,0.8529411764705882,0.8588235294117647,0.8058823529411765,0.8352941176470589,0.8529411764705882,0.8647058823529412,0.5676470588235295,1.0,0.6911764705882353,0.7941176470588236,0.8470588235294119,0.8352941176470589,0.8705882352941177,0.6411764705882352,0.8294117647058824,0.4558823529411765,0.7941176470588236,0.7764705882352941,0.5882352941176471,0.4941176470588235,0.7764705882352941,0.7176470588235294,0.9294117647058824,0.8529411764705882,0.7588235294117647,0.8294117647058824,0.15590926557337972,0.2425403035333586,0.2252185519769149,-0.07809533449764801,-0.07243260281722878,0.23950392972337883,0.3717290896248415,0.2244130967603634,0.20975095157390383,0.3905155890076083,-0.03837896490539646,-0.06110832864761441,0.23488890930287173,0.24450261107793417,0.38987281994852413,0.061113233135214086,-0.07531446678801508,0.06850883953801275,0.023974241528102142,0.2861369381469036,-0.14705882352941177,-0.07578418860978353,-0.35281301684106575,-0.1435171593929759,-0.03560971961462282,-0.10001114019944413,-0.27393255039432385,-0.307805930281794,-0.4041315518157298,0.01328422328310143,-0.23729833308116083,-0.23729833308116083,-0.19587650108841437,-0.2297498809758845,-0.2485250608738542,0.14623481835082028,-0.3576159908559456,,,,,,,,,,,,
CSF,0.4382352941176471,0.6911764705882353,0.6058823529411764,0.5676470588235295,0.7000000000000001,0.45,0.4588235294117647,0.8205882352941177,0.911764705882353,0.8823529411764707,0.7852941176470588,0.8411764705882352,0.788235294117647,0.7823529411764706,0.6294117647058822,0.65,0.4705882352941176,0.6617647058823529,0.6264705882352941,0.7411764705882353,0.5617647058823529,0.6911764705882353,1.0,0.8058823529411765,0.911764705882353,0.7823529411764706,0.6470588235294118,0.4558823529411765,0.65,0.19117647058823528,0.5352941176470588,0.6529411764705881,0.5823529411764706,0.6529411764705881,0.7529411764705882,0.8735294117647058,0.7558823529411764,0.85,0.6617647058823529,0.6588235294117648,-0.12175771216206799,0.17474953546502858,0.11569446163197684,-0.021025666980136002,-0.041390058752702165,0.19099680471611225,0.582375573745585,-0.02289929558779218,-0.03692798443202532,0.37269738722779355,-0.13048848067834795,-0.19673900930451468,0.23488890930287173,0.36754263471715265,0.39589402180101096,-0.0702802181054962,-0.008368274087557229,0.03127577457170147,-0.09290018592139579,0.13716873839001048,0.044117647058823525,0.26301571341042523,-0.07624349092751845,-0.06727366846545746,0.09495925230566087,0.017912443020795962,0.06332849283309637,-0.002945511294562622,-0.17699192050323934,0.10036968702787746,-0.1251209392609757,-0.1251209392609757,0.048600936360283266,-0.11192942919337963,-0.13017979379106648,0.1875941609146886,-0.2928624781083669,,,,,,,,,,,,
Cerebelum_4_5_R,0.5617647058823529,0.7705882352941176,0.75,0.7029411764705883,0.8411764705882352,0.3323529411764706,0.6411764705882352,0.7558823529411764,0.7235294117647059,0.7294117647058823,0.7029411764705883,0.7470588235294118,0.7735294117647058,0.6088235294117647,0.7441176470588236,0.7323529411764707,0.6852941176470588,0.6264705882352941,0.7676470588235293,0.7411764705882353,0.5911764705882353,0.7941176470588236,0.8058823529411765,1.0,0.7352941176470589,0.788235294117647,0.7764705882352941,0.6029411764705882,0.7235294117647059,0.2352941176470588,0.6529411764705881,0.7323529411764707,0.6588235294117648,0.5558823529411765,0.6735294117647058,0.8323529411764706,0.7588235294117647,0.7647058823529411,0.5882352941176471,0.7941176470588236,-0.020787902076450634,-0.06477784504307094,0.018511113861116296,-0.19523833624412,-0.1507780711705579,0.21525036721974553,0.47085684685813256,-0.02137267588193937,0.06499325260036456,0.3533943352996608,-0.09671499156159907,-0.12370710433541453,0.24685777092340022,0.27762877128849295,0.2980494916980995,0.03972360153788916,-0.11715583722580122,-0.053615613551488236,-0.20677783317988097,0.07522156621387671,-0.2676470588235294,0.14562451928938797,-0.24816508811702082,-0.25115502893770786,-0.013353644855483559,-0.07015706849811752,-0.18409445591016388,-0.35787962228935855,-0.47787818535874615,0.0,-0.4357660298399499,-0.4357660298399499,-0.2577322382742294,-0.3696616674676091,-0.34320127454008437,-0.017725432527372156,-0.47240630890847124,,,,,,,,,,,,
Temporal_Mid_R,0.5588235294117647,0.7441176470588236,0.6705882352941177,0.6735294117647058,0.7294117647058823,0.5058823529411764,0.611764705882353,0.8823529411764707,0.8411764705882352,0.8323529411764706,0.8558823529411764,0.9411764705882352,0.9029411764705882,0.8823529411764707,0.6823529411764706,0.7382352941176471,0.6,0.823529411764706,0.6941176470588235,0.8617647058823529,0.5705882352941177,0.8470588235294119,0.911764705882353,0.7352941176470589,1.0,0.8794117647058824,0.7000000000000001,0.5411764705882353,0.7617647058823529,0.35000000000000003,0.6794117647058824,0.7323529411764707,0.5764705882352941,0.5088235294117647,0.8088235294117646,0.8441176470588234,0.8852941176470588,0.9205882352941176,0.8176470588235294,0.7470588235294118,-0.07572735756421302,0.2606178416849133,0.1419185396018916,-0.087106334631992,-0.08130190112137925,0.13491044142646022,0.5421049223695606,0.1664015479379565,-0.023633910036496206,0.3860610385626546,-0.09364467436916735,-0.21015303266618615,0.11520029309758677,0.372274943318661,0.4260000310634453,-0.08708635721768009,-0.05020964452534338,0.05659425874879313,-0.025472631623608525,0.17994178584495996,0.07647058823529412,0.10253154929558947,-0.11361775118610593,0.03587928984824398,0.12463401865117987,0.047766514722122566,0.0132548008255318,0.008836533883687867,-0.1327439403774295,0.10479776145557794,-0.09491933323246432,-0.09491933323246432,0.08689258318959733,-0.11192942919337963,-0.07100716024967263,0.3323518598882279,-0.17365714782305175,,,,,,,,,,,,
Temporal_Inf_R,0.6558823529411765,0.7588235294117647,0.8029411764705883,0.7235294117647059,0.7852941176470588,0.43529411764705883,0.7441176470588236,0.8176470588235294,0.7764705882352941,0.7470588235294118,0.7676470588235293,0.8970588235294116,0.8176470588235294,0.8117647058823528,0.7294117647058823,0.8088235294117646,0.7970588235294117,0.823529411764706,0.7529411764705882,0.8764705882352942,0.5147058823529412,0.8352941176470589,0.7823529411764706,0.788235294117647,0.8794117647058824,1.0,0.7441176470588236,0.6941176470588235,0.8470588235294119,0.4088235294117647,0.788235294117647,0.85,0.6411764705882352,0.5264705882352941,0.7058823529411764,0.823529411764706,0.8676470588235294,0.9,0.7058823529411764,0.8852941176470588,-0.03266670326299385,0.08586830621988473,0.0539907487615892,-0.24029333691583998,-0.14782163840250773,0.15764815627361645,0.644330422016392,0.14960873117357557,-0.011816955018248103,0.48109144805500037,-0.004605475788647575,-0.14606380993820028,0.07630149283086916,0.49846983935888517,0.3462191065179944,0.1023646655014836,0.033473096350228916,-0.01489322598652451,-0.06742755429778728,0.13126900770656916,0.09999999999999999,0.18277363135300734,-0.023919526565495987,0.15398195226538042,0.24333308403325596,0.16569009794236264,-0.032400624240188844,-0.060382981538533755,-0.1828916511866806,0.11955800954791286,-0.18120963617106825,-0.18120963617106825,0.10751116225153569,-0.13549351954988062,0.0,0.3353060986427899,-0.07211186646889438,,,,,,,,,,,,
Frontal_Inf_Tri_L,0.6382352941176471,0.8264705882352942,0.6558823529411765,0.7323529411764707,0.6,0.5147058823529412,0.7647058823529411,0.7617647058823529,0.65,0.5294117647058824,0.7852941176470588,0.7705882352941176,0.8029411764705883,0.7205882352941175,0.8352941176470589,0.8352941176470589,0.7529411764705882,0.7058823529411764,0.8352941176470589,0.7676470588235293,0.5823529411764706,0.8705882352941177,0.6470588235294118,0.7764705882352941,0.7000000000000001,0.7441176470588236,1.0,0.611764705882353,0.7529411764705882,0.3588235294117647,0.8764705882352942,0.7676470588235293,0.6088235294117647,0.711764705882353,0.6382352941176471,0.6029411764705882,0.8323529411764706,0.8382352941176471,0.5352941176470588,0.8029411764705883,0.05345460533944449,0.09490707529566207,0.06016112004862796,-0.18923100282122401,-0.2601660835884136,0.31984385551666417,0.3345561806623574,0.030532394117056237,0.15214329585994432,0.32072763203666693,0.0629415024448502,-0.1654396214606146,0.27827603267728757,0.20348926986486132,0.26041698012005665,0.17417271443536017,-0.12552411131335844,0.06553019434070784,-0.035961362292153215,0.13716873839001048,-0.15,0.04903682792397758,-0.3976621291513708,-0.20331597580671587,-0.20475588778408121,-0.18808065171835764,-0.20618579061938355,-0.14433005343356847,-0.3657833023733612,-0.02214037213850238,-0.02588709088158118,-0.02588709088158118,-0.17525792202647603,-0.12076596307706751,-0.2840286409986905,0.1639602508781924,-0.33848427118052465,,,,,,,,,,,,
