,ROI,Behavior,Corr,p-value,nsamples,adjusted-p
852,Temporal_Mid_R,CBCL-rule_break_behav_score,0.11520029309758677,0.5829417058294171,15,0.9330266973302671
1168,Frontal_Inf_Oper_L,CBCL-sluggish_cogn_tempo_score,0.11515284263670446,0.7607239276072393,15,0.986185043973161
589,Parietal_Sup_L,Vineland-expressive_RAW_SCORE,0.11512993512021238,0.7803219678032197,15,0.986185043973161
299,Thalamus_R,CBCL-total_problems_score,0.11504474832710557,0.5307469253074693,15,0.9179353334703522
1137,Frontal_Med_Orb_L,CBCL-stress_prob_score,-0.11467784009623871,0.6615338466153384,15,0.9617314488696509
155,Frontal_Sup_Medial_R,CBCL-som_comp_score,-0.11458731212852642,0.8997100289971003,15,0.9932078276854168
947,Cerebelum_8_R,CBCL-anxious_score,-0.11415186881021715,0.8923107689231077,15,0.9906701637528555
1089,Cerebelum_7b_R,CBCL-attention_prob_score,-0.11382266156993094,0.9175082491750824,15,0.9944951450800866
708,Frontal_Mid_Orb_L,CBCL-externalizing_score,0.11373819205063798,0.8713128687131287,15,0.9906701637528555
862,Temporal_Mid_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.11361775118610593,0.032396760323967606,12,0.5093107710505544
316,Precuneus_R,CBCL-anx_prob_score,0.11298461344721676,0.7033296670332967,15,0.9682020981775963
1092,Cerebelum_7b_R,CBCL-depressive_prob_score,0.1129698582331081,0.38996100389961,15,0.894992467966318
994,Cerebelum_Crus2_R,CBCL-social_prob_score,0.11289753473412861,0.24617538246175383,15,0.8515529865106398
1157,Frontal_Inf_Oper_L,CBCL-anxious_score,0.11260927598845745,0.7797220277972203,15,0.986185043973161
1068,Frontal_Inf_Orb_R,CBCL-thought_prob_score,-0.1123792571629788,0.9195080491950804,15,0.9944951450800866
288,Thalamus_R,CBCL-externalizing_score,-0.11226107267335696,0.7693230676932307,15,0.986185043973161
482,Occipital_Sup_R,Vineland-copy_skills_RAW_SCORE,0.11192942919337963,0.9597040295970403,15,1.0
131,Frontal_Sup_Medial_L,Vineland-community_RAW_SCORE,-0.11192942919337963,0.35356464353564643,15,0.8764340957208628
801,CSF,Vineland-personal_RAW_SCORE,-0.11192942919337963,0.5475452454754525,15,0.9242086544033769
871,Temporal_Mid_R,Vineland-personal_RAW_SCORE,-0.11192942919337963,0.5313468653134686,15,0.9179353334703522
1011,Cerebelum_Crus2_R,Vineland-personal_RAW_SCORE,-0.11192942919337963,0.1887811218878112,15,0.7745623132211273
667,Frontal_Inf_Tri_R,CBCL-anxious_score,0.11106668316669778,0.45555444455554445,15,0.8982752950862952
1313,Frontal_Mid_R,CBCL-thought_prob_score,-0.11088086706747241,0.8225177482251775,15,0.9884187245371434
103,Frontal_Sup_L,Vineland-receptive_RAW_SCORE,0.11078395329607596,0.9425057494250575,15,0.9988705898524455
215,Temporal_Pole_Mid_R,CBCL-conduct_prob_score,0.11065687892282691,0.40315968403159685,15,0.8982752950862952
478,Occipital_Sup_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.11062781036541894,0.6319368063193681,12,0.9526280956403821
157,Frontal_Sup_Medial_R,CBCL-stress_prob_score,-0.11020987230028137,0.7807219278072193,15,0.986185043973161
154,Frontal_Sup_Medial_R,CBCL-social_prob_score,0.10988693380788517,0.24837516248375163,15,0.8515529865106398
954,Cerebelum_8_R,CBCL-internalizing_score,0.10987891097552477,0.29817018298170184,15,0.8754957837549578
1249,Angular_L,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.10979663547842036,0.46195380461953806,12,0.8982752950862952
621,Parietal_Sup_R,Vineland-community_RAW_SCORE,-0.108983917898817,0.44195580441955806,15,0.8982752950862952
341,Precuneus_R,Vineland-community_RAW_SCORE,0.108983917898817,0.6263373662633737,15,0.9524508004237496
396,Occipital_Mid_R,CBCL-oppo_def_prob_score,-0.10880263393355735,0.6523347665233477,15,0.9583092058055475
51,Postcentral_L,CBCL-som_prob_score,0.10878756313824399,0.45515448455154484,15,0.8982752950862952
1136,Frontal_Med_Orb_L,CBCL-som_prob_score,-0.10878756313824399,0.7603239676032397,15,0.986185043973161
961,Cerebelum_8_R,CBCL-som_prob_score,0.10878756313824399,0.33056694330566944,15,0.8764340957208628
262,Frontal_Sup_R,CBCL-stress_prob_score,0.10872054970162891,0.4517548245175482,15,0.8982752950862952
84,Frontal_Sup_L,CBCL-social_prob_score,0.10838163334476347,0.252974702529747,15,0.857541364507617
169,Frontal_Sup_Medial_R,Vineland-expressive_RAW_SCORE,0.10774981107404491,0.8077192280771923,15,0.9874622293868175
275,Frontal_Sup_R,Vineland-inter_pers_rel_RAW_SCORE,-0.10751116225153569,0.6275372462753724,15,0.9524508004237496
905,Temporal_Inf_R,Vineland-inter_pers_rel_RAW_SCORE,0.10751116225153569,0.9241075892410759,15,0.9951927884134664
431,Occipital_Sup_L,CBCL-oppo_def_prob_score,-0.10731218689337166,0.9973002699730027,15,1.0
1190,Frontal_Inf_Oper_R,CBCL-aggr_behav_score,-0.10690921067888898,0.9681031896810319,15,1.0
1114,Cerebelum_7b_R,Vineland-expressive_RAW_SCORE,-0.10627378626481145,0.21297870212978703,15,0.8045432015938192
82,Frontal_Sup_L,CBCL-rule_break_behav_score,0.10622364688219041,0.2233776622337766,15,0.8172550891124987
728,Frontal_Mid_Orb_L,Vineland-domestic_RAW_SCORE,-0.10619515230194361,0.2575742425757424,15,0.8668363932837485
87,Frontal_Sup_L,CBCL-stress_prob_score,-0.10574190450432402,0.775922407759224,15,0.986185043973161
249,Frontal_Sup_R,CBCL-attention_prob_score,0.10495336326578049,0.47295270472952705,15,0.9008622947229086
869,Temporal_Mid_R,Vineland-expressive_RAW_SCORE,0.10479776145557794,0.8293170682931706,15,0.9896629384680579
705,Frontal_Mid_Orb_L,CBCL-conduct_prob_score,0.10459348829691859,0.9027097290270973,15,0.9932078276854168
135,Frontal_Sup_Medial_L,Vineland-inter_pers_rel_RAW_SCORE,-0.10456565095697308,0.37636236376362364,15,0.8781788487817885
1156,Frontal_Inf_Oper_L,CBCL-anx_prob_score,0.1039458443714394,0.7781221877812219,15,0.986185043973161
147,Frontal_Sup_Medial_R,CBCL-depressive_prob_score,-0.10381013999799121,0.8095190480951905,15,0.9874622293868175
1397,Frontal_Mid_Orb_R,Vineland-play_leisure_RAW_SCORE,-0.10355210869743926,0.41155884411558846,15,0.8982752950862952
1072,Frontal_Inf_Orb_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.10315295831370143,0.10778922107789221,12,0.6954143295347884
481,Occipital_Sup_R,Vineland-community_RAW_SCORE,0.10309289530969178,0.9951004899510049,15,1.0
376,Occipital_Mid_L,Vineland-community_RAW_SCORE,0.10309289530969178,0.8611138886111389,15,0.9906701637528555
1075,Frontal_Inf_Orb_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.10299654736957678,0.7529247075292471,12,0.986185043973161
861,Temporal_Mid_R,"VSA DAS_SA,matrices_ABILITY_SCORE",0.10253154929558947,0.9137086291370863,15,0.9940310316794407
1281,Angular_R,"VSA DAS_SA,matrices_ABILITY_SCORE",-0.10253154929558947,0.6465353464653535,15,0.9570381212669038
890,Temporal_Inf_R,CBCL-som_comp_score,0.1023646655014836,0.46355364463553644,15,0.8982752950862952
248,Frontal_Sup_R,CBCL-attention_hyper_prob_score,0.10212466818923199,0.49555044495550443,15,0.9027742387051617
393,Occipital_Mid_R,CBCL-externalizing_score,0.10192123703238987,0.7157284271572842,15,0.9737801730031078
138,Frontal_Sup_Medial_L,Vineland-receptive_RAW_SCORE,0.10192123703238987,0.962903709629037,15,1.0
1219,Frontal_Inf_Oper_R,Vineland-expressive_RAW_SCORE,0.10184571183711094,0.46535346465353467,15,0.8982752950862952
1290,Angular_R,Vineland-inter_pers_rel_RAW_SCORE,-0.10162013966241044,0.543945605439456,15,0.923059209230592
1221,Frontal_Inf_Oper_R,Vineland-personal_RAW_SCORE,-0.10162013966241044,0.9647035296470353,15,1.0
690,Frontal_Inf_Tri_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.10150384378451045,0.5765423457654234,12,0.930343747234472
161,Frontal_Sup_Medial_R,"VSA DAS_SA,matrices_ABILITY_SCORE",0.1010455848130447,0.9031096890310969,15,0.9932078276854168
689,Frontal_Inf_Tri_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.10089420557476465,0.6293370662933707,12,0.9525101543899666
1229,Angular_L,CBCL-attention_prob_score,-0.10051871411370525,0.8779122087791221,15,0.9906701637528555
648,Frontal_Mid_L,CBCL-thought_prob_score,-0.10039213639892772,0.7621237876212379,15,0.986185043973161
799,CSF,Vineland-expressive_RAW_SCORE,0.10036968702787746,0.8519148085191481,15,0.9906701637528555
163,Frontal_Sup_Medial_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.10016301749301444,0.20157984201579843,12,0.7949627572454022
583,Parietal_Sup_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.10016301749301444,0.5361463853614639,12,0.9187330960906358
451,Occipital_Sup_L,Vineland-personal_RAW_SCORE,-0.10014738401512914,0.43355664433556645,15,0.8982752950862952
760,Postcentral_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.10001114019944413,0.45335466453354667,12,0.8982752950862952
895,Temporal_Inf_R,"VSA DAS_SA,PC_ABILITY_SCORE",0.09999999999999999,0.8277172282771723,15,0.9896629384680579
1021,Cerebelum_10_R,CBCL-depressed_score,0.09912775723329108,0.45495450454954506,15,0.8982752950862952
445,Occipital_Sup_L,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.0985184366143778,0.25417458254174585,12,0.8588056856964906
710,Frontal_Mid_Orb_L,CBCL-obsessive_comp_prob_score,-0.09825015015781494,0.4443555644435556,15,0.8982752950862952
959,Cerebelum_8_R,CBCL-social_prob_score,-0.09784453010291146,0.8381161883811619,15,0.9900527653811346
972,Cerebelum_8_R,Vineland-copy_skills_RAW_SCORE,0.09720187272056653,0.718928107189281,15,0.9767791407086256
815,Cerebelum_4_5_R,CBCL-obsessive_comp_prob_score,-0.09671499156159907,0.8303169683031697,15,0.9896629384680579
141,Frontal_Sup_Medial_R,CBCL-anx_prob_score,-0.09641353680829164,0.7725227477252274,15,0.986185043973161
1326,Frontal_Mid_R,Vineland-personal_RAW_SCORE,-0.09572911707328521,0.4617538246175382,15,0.8982752950862952
1277,Angular_R,CBCL-stress_prob_score,0.09531664631375686,0.6115388461153884,15,0.9437914605904941
455,Occipital_Sup_R,CBCL-aggr_behav_score,0.09503040949234576,0.9187081291870813,15,0.9944951450800866
794,CSF,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.09495925230566087,0.6267373262673732,12,0.9524508004237496
911,Frontal_Inf_Tri_L,CBCL-anx_prob_score,0.09490707529566207,0.34396560343965604,15,0.8764340957208628
1216,Frontal_Inf_Oper_R,Vineland-community_RAW_SCORE,-0.09425636142600391,1.0,15,1.0
586,Parietal_Sup_L,Vineland-community_RAW_SCORE,-0.09425636142600391,0.2385761423857614,15,0.8462790084627901
600,Parietal_Sup_R,CBCL-conduct_prob_score,-0.09398255470157903,0.9945005499450055,15,1.0
437,Occipital_Sup_L,CBCL-stress_prob_score,0.09382732371510442,0.44495550444955506,15,0.8982752950862952
850,Temporal_Mid_R,CBCL-obsessive_comp_prob_score,-0.09364467436916735,0.8067193280671933,15,0.9874622293868175
980,Cerebelum_Crus2_R,CBCL-aggr_behav_score,-0.09354555934402785,0.7335266473352665,15,0.986185043973161
1334,Occipital_Inf_R,CBCL-attention_prob_score,-0.09312763219357988,0.9899010098990101,15,1.0
788,CSF,CBCL-thought_prob_score,-0.09290018592139579,0.7247275272472753,15,0.9803077663248169
1185,Frontal_Inf_Oper_L,Vineland-inter_pers_rel_RAW_SCORE,0.0927836057787226,0.9933006699330067,15,1.0
1080,Frontal_Inf_Orb_R,Vineland-inter_pers_rel_RAW_SCORE,0.0927836057787226,0.7119288071192881,15,0.9723905658214668
306,Thalamus_R,Vineland-community_RAW_SCORE,0.0927836057787226,0.7423257674232576,15,0.986185043973161
92,Frontal_Sup_L,"VSA DAS_SA,rd_ABILITY_SCORE",-0.09268816544129693,0.14758524147585242,12,0.7554153675541536
1038,Cerebelum_10_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.09268816544129693,0.8113188681131887,12,0.9875641454099594
320,Precuneus_R,CBCL-conduct_prob_score,0.09246670704510195,0.7707229277072293,15,0.986185043973161
682,Frontal_Inf_Tri_R,CBCL-stress_prob_score,0.09233800111645195,0.555944405559444,15,0.9254722565793361
1120,Frontal_Med_Orb_L,CBCL-aggr_behav_score,-0.09206070919570994,0.7081291870812919,15,0.9703139275113584
86,Frontal_Sup_L,CBCL-som_prob_score,0.09205101496312953,0.273972602739726,15,0.8700475243955426
85,Frontal_Sup_L,CBCL-som_comp_score,0.09166984970282113,0.2983701629837016,15,0.8754957837549578
1159,Frontal_Inf_Oper_L,CBCL-attention_prob_score,-0.09164941580955478,0.6279372062793721,15,0.9524508004237496
603,Parietal_Sup_R,CBCL-externalizing_score,-0.09158140139142278,0.9745025497450255,15,1.0
622,Parietal_Sup_R,Vineland-copy_skills_RAW_SCORE,-0.09131085013144127,0.42995700429957007,15,0.8982752950862952
1181,Frontal_Inf_Oper_L,Vineland-community_RAW_SCORE,0.09131085013144127,0.9705029497050295,15,1.0
1387,Frontal_Mid_Orb_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.09119319503095344,0.007799220077992201,12,0.41995800419958
361,Occipital_Mid_L,CBCL-oppo_def_prob_score,0.09091726945132875,0.9375062493750624,15,0.9967767438570776
1096,Cerebelum_7b_R,CBCL-oppo_def_prob_score,-0.09091726945132875,0.9607039296070393,15,1.0
402,Occipital_Mid_R,CBCL-stress_prob_score,0.0908486785177995,0.7491250874912508,15,0.986185043973161
1036,Cerebelum_10_R,"VSA DAS_SA,matrices_ABILITY_SCORE",-0.09064383343523127,0.7917208279172083,15,0.9874622293868175
561,Parietal_Sup_L,CBCL-anx_prob_score,0.0903876907577734,0.45255474452554745,15,0.8982752950862952
345,Precuneus_R,Vineland-inter_pers_rel_RAW_SCORE,0.08983809448415997,0.6859314068593141,15,0.9679032096790321
310,Thalamus_R,Vineland-inter_pers_rel_RAW_SCORE,0.08983809448415997,0.7685231476852314,15,0.986185043973161
410,Occipital_Mid_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.08956221510397981,0.20557944205579443,12,0.7995876312645743
1365,Frontal_Mid_Orb_R,CBCL-aggr_behav_score,-0.08909100889907413,0.9625037496250375,15,1.0
724,Frontal_Mid_Orb_L,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.08902429903655705,0.8089191080891911,12,0.9874622293868175
119,Frontal_Sup_Medial_L,CBCL-social_prob_score,0.08881272732418116,0.43215678432156784,15,0.8982752950862952
459,Occipital_Sup_R,CBCL-attention_prob_score,-0.08869298304150464,0.5729427057294271,15,0.930343747234472
610,Parietal_Sup_R,CBCL-som_comp_score,-0.08861418804606043,0.9597040295970403,15,1.0
1232,Angular_L,CBCL-depressive_prob_score,0.08854394293946309,0.5623437656234377,15,0.9273042071529007
245,Frontal_Sup_R,CBCL-aggr_behav_score,0.08760615875075622,0.5877412258774123,15,0.9350428593504286
1198,Frontal_Inf_Oper_R,CBCL-externalizing_score,-0.08715004325957974,0.9647035296470353,15,1.0
428,Occipital_Sup_L,CBCL-externalizing_score,0.08715004325957974,0.45315468453154684,15,0.8982752950862952
843,Temporal_Mid_R,CBCL-attention_hyper_prob_score,-0.087106334631992,0.8653134686531346,15,0.9906701637528555
668,Frontal_Inf_Tri_R,CBCL-attention_hyper_prob_score,-0.087106334631992,0.9817018298170183,15,1.0
855,Temporal_Mid_R,CBCL-som_comp_score,-0.08708635721768009,0.8231176882311769,15,0.9884187245371434
322,Precuneus_R,CBCL-depressive_prob_score,0.08701732323361029,0.7889211078892111,15,0.9874622293868175
870,Temporal_Mid_R,Vineland-inter_pers_rel_RAW_SCORE,0.08689258318959733,0.8577142285771423,15,0.9906701637528555
466,Occipital_Sup_R,CBCL-oppo_def_prob_score,-0.0864459283307716,0.557944205579442,15,0.9254998670749038
876,Temporal_Inf_R,CBCL-anx_prob_score,0.08586830621988473,0.5437456254374563,15,0.923059209230592
1153,Frontal_Med_Orb_L,Vineland-receptive_RAW_SCORE,-0.08567292388229875,0.9677032296770323,15,1.0
1303,Frontal_Mid_R,CBCL-externalizing_score,-0.08567292388229875,0.8779122087791221,15,0.9906701637528555
274,Frontal_Sup_R,Vineland-expressive_RAW_SCORE,0.08560943893554254,0.7667233276672333,15,0.986185043973161
1245,Angular_L,"VSA DAS_SA,PC_ABILITY_SCORE",-0.08529411764705883,0.5281471852814719,15,0.9179353334703522
1247,Angular_L,"VSA DAS_SA,rd_ABILITY_SCORE",-0.08521331338957945,0.05799420057994201,12,0.6188854798730654
1366,Frontal_Mid_Orb_R,CBCL-anx_prob_score,-0.08436184470725518,0.9119088091190881,15,0.9940310316794407
1002,Cerebelum_Crus2_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.08371834297923596,0.0007999200079992001,12,0.37329600373296007
1241,Angular_L,CBCL-som_prob_score,0.0836827408755723,0.6121387861213878,15,0.9437914605904941
725,Frontal_Mid_Orb_L,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.0835914007637145,0.8001199880011999,12,0.9874622293868175
256,Frontal_Sup_R,CBCL-oppo_def_prob_score,-0.08346503425040018,0.9021097890210978,15,0.9932078276854168
717,Frontal_Mid_Orb_L,CBCL-stress_prob_score,-0.08340206552453726,0.5603439656034397,15,0.9272831582090019
627,Parietal_Sup_R,Vineland-play_leisure_RAW_SCORE,-0.08284168695795141,0.5163483651634837,15,0.9130905091309051
400,Occipital_Mid_R,CBCL-som_comp_score,0.08250286473253902,0.7245275472452755,15,0.9803077663248169
96,Frontal_Sup_L,Vineland-community_RAW_SCORE,-0.08247431624775342,0.3975602439756024,15,0.8982752950862952
1372,Frontal_Mid_Orb_R,CBCL-depressive_prob_score,0.08243746411605185,0.41075892410758924,15,0.8982752950862952
711,Frontal_Mid_Orb_L,CBCL-oppo_def_prob_score,-0.08197458721021446,0.5505449455054494,15,0.9242086544033769
422,Occipital_Sup_L,CBCL-anxious_score,0.08175741955326364,0.44835516448355167,15,0.8982752950862952
1052,Frontal_Inf_Orb_R,CBCL-anxious_score,-0.08175741955326364,0.9909009099090091,15,1.0
945,Cerebelum_8_R,CBCL-aggr_behav_score,-0.08166675815748463,0.7835216478352165,15,0.986185043973161
844,Temporal_Mid_R,CBCL-attention_prob_score,-0.08130190112137925,0.8745125487451255,15,0.9906701637528555
544,Parietal_Inf_L,CBCL-total_problems_score,0.08112129689731802,0.34136586341365865,15,0.8764340957208628
505,Precentral_L,CBCL-som_comp_score,0.08097503390415867,0.4383561643835616,15,0.8982752950862952
987,Cerebelum_Crus2_R,CBCL-depressive_prob_score,-0.08091084441019904,0.7383261673832616,15,0.986185043973161
1248,Angular_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.08072840215854896,0.17278272172782722,12,0.774501989053431
210,Temporal_Pole_Mid_R,CBCL-aggr_behav_score,0.08018190800916673,0.5023497650234976,15,0.905855360409905
584,Parietal_Sup_L,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.08012186913290135,0.4687531246875312,12,0.8982752950862952
1117,Cerebelum_7b_R,Vineland-play_leisure_RAW_SCORE,-0.07988305528088172,0.2633736626337366,15,0.8700475243955426
1139,Frontal_Med_Orb_L,CBCL-total_problems_score,0.0796463642264577,0.7571242875712428,15,0.986185043973161
607,Parietal_Sup_R,CBCL-rule_break_behav_score,-0.07929370823600129,0.9571042895710429,15,1.0
1177,Frontal_Inf_Oper_L,"VSA DAS_SA,rd_ABILITY_SCORE",-0.07923343174820545,0.678932106789321,12,0.9649796441675629
116,Frontal_Sup_Medial_L,CBCL-oppo_def_prob_score,-0.07899369312984302,0.8921107889211078,15,0.9906701637528555
643,Frontal_Mid_L,CBCL-sluggish_cogn_tempo_score,0.07887181002514006,0.28117188281171884,15,0.873983398120365
89,Frontal_Sup_L,CBCL-total_problems_score,0.07817143155559737,0.28657134286571345,15,0.8754957837549578
738,Postcentral_R,CBCL-attention_hyper_prob_score,-0.07809533449764801,0.8449155084491551,15,0.9906701637528555
206,Frontal_Sup_Orb_L,Vineland-personal_RAW_SCORE,-0.07805604930590948,0.8945105489451055,15,0.9923254901134293
1302,Frontal_Mid_R,CBCL-depressive_prob_score,0.07785760499849341,0.6039396060393961,15,0.9437914605904941
1319,Frontal_Mid_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.07715439249834945,0.5133486651334866,12,0.9129213660912389
557,Parietal_Inf_L,Vineland-play_leisure_RAW_SCORE,-0.07692442360381202,0.3651634836516348,15,0.8764340957208628
631,Frontal_Mid_L,CBCL-anx_prob_score,0.07682953714410738,0.2983701629837016,15,0.8754957837549578
1375,Frontal_Mid_Orb_R,CBCL-obsessive_comp_prob_score,-0.07675792981079292,0.7881211878812119,15,0.9874622293868175
860,Temporal_Mid_R,"VSA DAS_SA,PC_ABILITY_SCORE",0.07647058823529412,0.9967003299670033,15,1.0
298,Thalamus_R,CBCL-thought_prob_score,-0.07641789487082558,0.8803119688031197,15,0.9906701637528555
887,Temporal_Inf_R,CBCL-rule_break_behav_score,0.07630149283086916,0.5913408659134086,15,0.9375732868389264
792,CSF,"VSA DAS_SA,rd_ABILITY_SCORE",-0.07624349092751845,0.067993200679932,12,0.6336208484414717
756,Postcentral_R,"VSA DAS_SA,matrices_ABILITY_SCORE",-0.07578418860978353,0.6943305669433056,15,0.9679032096790321
840,Temporal_Mid_R,CBCL-aggr_behav_score,-0.07572735756421302,0.8627137286271372,15,0.9906701637528555
269,Frontal_Sup_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.0756706541810735,0.8097190280971903,12,0.9874622293868175
982,Cerebelum_Crus2_R,CBCL-anxious_score,0.07558704826622487,0.2973702629737026,15,0.8754957837549578
107,Frontal_Sup_Medial_L,CBCL-anxious_score,-0.07558704826622487,0.9735026497350265,15,1.0
278,Frontal_Sup_R,Vineland-receptive_RAW_SCORE,0.07533308824133166,0.7793220677932207,15,0.986185043973161
121,Frontal_Sup_Medial_L,CBCL-som_prob_score,-0.07531446678801508,0.8717128287171283,15,0.9906701637528555
751,Postcentral_R,CBCL-som_prob_score,-0.07531446678801508,0.8797120287971203,15,0.9906701637528555
719,Frontal_Mid_Orb_L,CBCL-total_problems_score,-0.07522156621387671,0.565943405659434,15,0.9288790747093515
824,Cerebelum_4_5_R,CBCL-total_problems_score,0.07522156621387671,0.3501649835016498,15,0.8764340957208628
446,Occipital_Sup_L,Vineland-community_RAW_SCORE,0.07511053801134686,0.9853014698530147,15,1.0
493,Precentral_L,CBCL-attention_hyper_prob_score,-0.07509166778620001,0.9465053494650535,15,1.0
1307,Frontal_Mid_R,CBCL-rule_break_behav_score,0.0748053851283031,0.5973402659734026,15,0.9413231905155942
302,Thalamus_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.07474852051717495,0.15078492150784922,12,0.756626846275946
489,Occipital_Sup_R,Vineland-written_RAW_SCORE,-0.07358353721315752,0.46235376462353767,15,0.8982752950862952
1197,Frontal_Inf_Oper_R,CBCL-depressive_prob_score,0.07327774588093498,0.45055494450554945,15,0.8982752950862952
9,Frontal_Sup_Orb_R,CBCL-internalizing_score,0.07275765726757721,0.45695430456954306,15,0.8982752950862952
739,Postcentral_R,CBCL-attention_prob_score,-0.07243260281722878,0.8545145485451455,15,0.9906701637528555
624,Parietal_Sup_R,Vineland-expressive_RAW_SCORE,-0.07232521565244111,0.5617438256174383,15,0.9273042071529007
909,Temporal_Inf_R,Vineland-written_RAW_SCORE,-0.07211186646889438,0.35736426357364265,15,0.8764340957208628
508,Precentral_L,CBCL-thought_prob_score,-0.07192272458430643,0.9307069293070693,15,0.9967767438570776
152,Frontal_Sup_Medial_R,CBCL-rule_break_behav_score,0.07181316972317098,0.29557044295570445,15,0.8754957837549578
872,Temporal_Mid_R,Vineland-play_leisure_RAW_SCORE,-0.07100716024967263,0.6487351264873512,15,0.9570381212669038
102,Frontal_Sup_L,Vineland-play_leisure_RAW_SCORE,-0.07100716024967263,0.44315568443155684,15,0.8982752950862952
72,Frontal_Sup_L,CBCL-anxious_score,-0.0709592698009458,0.7045295470452955,15,0.9689011452489329
243,Temporal_Pole_Mid_R,Vineland-receptive_RAW_SCORE,0.07090173010948862,0.6561343865613438,15,0.9604473199493008
1043,Cerebelum_10_R,Vineland-domestic_RAW_SCORE,0.07079676820129573,0.6737326267373263,15,0.9649796441675629
483,Occipital_Sup_R,Vineland-domestic_RAW_SCORE,0.07079676820129573,0.8619138086191381,15,0.9906701637528555
229,Temporal_Pole_Mid_R,CBCL-total_problems_score,0.07079676820129573,0.5507449255074492,15,0.9242086544033769
1130,Frontal_Med_Orb_L,CBCL-obsessive_comp_prob_score,-0.07061729542592948,0.8417158284171583,15,0.9906701637528555
300,Thalamus_R,"VSA DAS_SA,PC_ABILITY_SCORE",0.07058823529411765,0.8231176882311769,15,0.9884187245371434
785,CSF,CBCL-som_comp_score,-0.0702802181054962,0.8081191880811919,15,0.9874622293868175
830,Cerebelum_4_5_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.07015706849811752,0.20517948205179481,12,0.7995876312645743
56,Postcentral_L,"VSA DAS_SA,matrices_ABILITY_SCORE",-0.06984033067960442,0.932906709329067,15,0.9967767438570776
140,Frontal_Sup_Medial_R,CBCL-aggr_behav_score,-0.06978795697094141,0.6333366663333667,15,0.953410035340552
1214,Frontal_Inf_Oper_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.06973570091196969,0.8193180681931806,12,0.9884187245371434
1122,Frontal_Med_Orb_L,CBCL-anxious_score,0.06941667697918612,0.8141185881411859,15,0.9876655315404335
659,Frontal_Mid_L,Vineland-expressive_RAW_SCORE,0.06937316603397413,0.8051194880511949,15,0.9874622293868175
124,Frontal_Sup_Medial_L,CBCL-total_problems_score,0.0693218355304354,0.4497550244975502,15,0.8982752950862952
1312,Frontal_Mid_R,CBCL-stress_prob_score,-0.06850883953801275,0.9049095090490951,15,0.9936261275833201
52,Postcentral_L,CBCL-stress_prob_score,0.06850883953801275,0.553944605539446,15,0.9254444483952559
752,Postcentral_R,CBCL-stress_prob_score,0.06850883953801275,0.4173582641735826,15,0.8982752950862952
1172,Frontal_Inf_Oper_L,CBCL-stress_prob_score,0.06850883953801275,0.8491150884911509,15,0.9906701637528555
266,Frontal_Sup_R,"VSA DAS_SA,matrices_ABILITY_SCORE",0.06835436619705966,0.9913008699130087,15,1.0
1074,Frontal_Inf_Orb_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.06825196259469374,0.6173382661733826,12,0.9476683910556313
319,Precuneus_R,CBCL-attention_prob_score,-0.06799795366515356,0.6667333266673333,15,0.9631958614838106
734,Frontal_Mid_Orb_L,Vineland-written_RAW_SCORE,-0.06769685423610493,0.3691630836916308,15,0.8764340957208628
1270,Angular_R,CBCL-obsessive_comp_prob_score,0.06754697823349776,0.6599340065993401,15,0.9617314488696509
893,Temporal_Inf_R,CBCL-thought_prob_score,-0.06742755429778728,0.9751024897510249,15,1.0
473,Occipital_Sup_R,CBCL-thought_prob_score,0.06742755429778728,0.9833016698330167,15,1.0
683,Frontal_Inf_Tri_R,CBCL-thought_prob_score,0.06742755429778728,0.567943205679432,15,0.9288790747093515
793,CSF,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.06727366846545746,0.07239276072392761,12,0.6532680065326801
