,ROI,Behavior,Corr,p-value,nsamples,adjusted-p
12,Frontal_Sup_Orb_R,CBCL-rule_break_behav_score,-0.24835387862596628,0.6559344065593441,15,0.9604473199493008
827,Cerebelum_4_5_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.24816508811702082,0.012798720127987202,12,0.41995800419958
427,Occipital_Sup_L,CBCL-depressive_prob_score,0.24731239234815555,0.16878312168783122,15,0.774501989053431
817,Cerebelum_4_5_R,CBCL-rule_break_behav_score,0.24685777092340022,0.09019098090190981,15,0.6906856484162904
379,Occipital_Mid_L,Vineland-expressive_RAW_SCORE,0.2464961431419932,0.49835016498350165,15,0.9027742387051617
558,Parietal_Inf_L,Vineland-receptive_RAW_SCORE,0.2452018166286481,0.7003299670032996,15,0.9679032096790321
748,Postcentral_R,CBCL-sluggish_cogn_tempo_score,0.24450261107793417,0.10178982101789821,15,0.6906856484162904
1140,Frontal_Med_Orb_L,"VSA DAS_SA,PC_ABILITY_SCORE",-0.2441176470588235,0.1065893410658934,15,0.6954143295347884
1374,Frontal_Mid_Orb_R,CBCL-internalizing_score,0.24351542432413598,0.13438656134386562,15,0.735464915046957
899,Temporal_Inf_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.24333308403325596,0.5621437856214379,12,0.9273042071529007
977,Cerebelum_8_R,Vineland-play_leisure_RAW_SCORE,0.24260779751971484,0.7827217278272173,15,0.986185043973161
736,Postcentral_R,CBCL-anx_prob_score,0.2425403035333586,0.11018898110188981,15,0.6999300069993002
1183,Frontal_Inf_Oper_L,Vineland-domestic_RAW_SCORE,-0.24188895802109375,0.1563843615638436,15,0.7655178538090246
1393,Frontal_Mid_Orb_R,Vineland-domestic_RAW_SCORE,-0.24188895802109375,0.144985501449855,15,0.7554153675541536
1299,Frontal_Mid_R,CBCL-attention_prob_score,-0.24094927059608762,0.48935106489351066,15,0.9027742387051617
114,Frontal_Sup_Medial_L,CBCL-internalizing_score,0.24054572402750019,0.13458654134586542,15,0.735464915046957
878,Temporal_Inf_R,CBCL-attention_hyper_prob_score,-0.24029333691583998,0.49195080491950804,15,0.9027742387051617
1291,Angular_R,Vineland-personal_RAW_SCORE,-0.24005917050685371,0.205979402059794,15,0.7995876312645743
67,Postcentral_L,Vineland-play_leisure_RAW_SCORE,-0.23964916584264512,0.2263773622637736,15,0.823190408231904
740,Postcentral_R,CBCL-conduct_prob_score,0.23950392972337883,0.12858714128587143,15,0.735464915046957
712,Frontal_Mid_Orb_L,CBCL-rule_break_behav_score,0.2393772324105699,0.513948605139486,15,0.9129213660912389
1013,Cerebelum_Crus2_R,Vineland-receptive_RAW_SCORE,0.23929333911952408,0.8017198280171983,15,0.9874622293868175
970,Cerebelum_8_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",0.23883257361061283,0.6565343465653435,12,0.9604473199493008
1383,Frontal_Mid_Orb_R,CBCL-thought_prob_score,-0.23824402518551505,0.6199380061993801,15,0.9495768147474093
1265,Angular_R,CBCL-conduct_prob_score,0.23798808206690172,0.2715728427157284,15,0.8700475243955426
73,Frontal_Sup_L,CBCL-attention_hyper_prob_score,-0.237289670204392,0.8095190480951905,15,0.9874622293868175
656,Frontal_Mid_L,Vineland-community_RAW_SCORE,-0.23711365921229102,0.1131886811318868,15,0.7036464495143406
109,Frontal_Sup_Medial_L,CBCL-attention_prob_score,-0.23651462144401236,0.6123387661233877,15,0.9437914605904941
373,Occipital_Mid_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.23620532483427287,0.28957104289571045,12,0.8754957837549578
696,Frontal_Inf_Tri_R,Vineland-personal_RAW_SCORE,-0.23564090356500975,0.412958704129587,15,0.8982752950862952
635,Frontal_Mid_L,CBCL-conduct_prob_score,0.2349563867539476,0.06319368063193681,15,0.6230362879205037
747,Postcentral_R,CBCL-rule_break_behav_score,0.23488890930287173,0.13018698130186981,15,0.735464915046957
782,CSF,CBCL-rule_break_behav_score,0.23488890930287173,0.3271672832716728,15,0.8764340957208628
185,Frontal_Sup_Orb_L,CBCL-obsessive_comp_prob_score,-0.2348792652210263,0.31416858314168583,15,0.8764340957208628
587,Parietal_Sup_L,Vineland-copy_skills_RAW_SCORE,-0.23416814791772844,0.0585941405859414,15,0.6188854798730654
543,Parietal_Inf_L,CBCL-thought_prob_score,-0.23374885489899588,0.700929907009299,15,0.9679032096790321
1204,Frontal_Inf_Oper_R,CBCL-social_prob_score,0.2333215717838658,0.13238676132386762,15,0.735464915046957
1350,Occipital_Inf_R,"VSA DAS_SA,PC_ABILITY_SCORE",-0.2323529411764706,0.5289471052894711,15,0.9179353334703522
686,Frontal_Inf_Tri_R,"VSA DAS_SA,matrices_ABILITY_SCORE",0.23181045927698493,0.7363263673632636,15,0.986185043973161
989,Cerebelum_Crus2_R,CBCL-internalizing_score,0.23163662313759276,0.09519048095190481,15,0.6906856484162904
244,Temporal_Pole_Mid_R,Vineland-written_RAW_SCORE,-0.2310523068493146,0.06879312068793121,15,0.6336208484414717
330,Precuneus_R,CBCL-som_comp_score,-0.2307024550854332,0.33096690330966905,15,0.8764340957208628
567,Parietal_Sup_L,CBCL-depressive_prob_score,0.23051957558377462,0.1765823417658234,15,0.774501989053431
246,Frontal_Sup_R,CBCL-anx_prob_score,0.2304886114323222,0.23477652234776522,15,0.8406320493270366
425,Occipital_Sup_L,CBCL-conduct_prob_score,0.23040884378451632,0.16898310168983102,15,0.774501989053431
29,Frontal_Sup_Orb_R,Vineland-expressive_RAW_SCORE,-0.23025987024042477,0.0887911208879112,15,0.6906856484162904
1107,Cerebelum_7b_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.23022544319289887,0.0015998400159984002,12,0.37329600373296007
94,Frontal_Sup_L,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.22997943917777242,0.8387161283871613,12,0.9900527653811346
766,Postcentral_R,Vineland-personal_RAW_SCORE,-0.2297498809758845,0.2635736426357364,15,0.8700475243955426
418,Occipital_Mid_R,Vineland-receptive_RAW_SCORE,0.228953503478557,0.43095690430956907,15,0.8982752950862952
467,Occipital_Sup_R,CBCL-rule_break_behav_score,0.2289044784926075,0.513948605139486,15,0.9129213660912389
538,Parietal_Inf_L,CBCL-sluggish_cogn_tempo_score,0.22872824907290615,0.09359064093590641,15,0.6906856484162904
433,Occipital_Sup_L,CBCL-sluggish_cogn_tempo_score,0.22872824907290615,0.18218178182181782,15,0.7745623132211273
1014,Cerebelum_Crus2_R,Vineland-written_RAW_SCORE,-0.22810896536078834,0.061993800619938005,15,0.6230362879205037
984,Cerebelum_Crus2_R,CBCL-attention_prob_score,-0.22764532313986188,0.801919808019198,15,0.9874622293868175
498,Precentral_L,CBCL-externalizing_score,0.22747638410127596,0.19158084191580843,15,0.7745623132211273
1175,Frontal_Inf_Oper_L,"VSA DAS_SA,PC_ABILITY_SCORE",0.22647058823529412,0.513948605139486,15,0.9129213660912389
1,Frontal_Sup_Orb_R,CBCL-anx_prob_score,-0.22596922689443352,0.6465353464653535,15,0.9570381212669038
1381,Frontal_Mid_Orb_R,CBCL-som_prob_score,-0.2259434003640452,0.6911308869113089,15,0.9679032096790321
513,Precentral_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.22574053196186836,0.411958804119588,12,0.8982752950862952
115,Frontal_Sup_Medial_L,CBCL-obsessive_comp_prob_score,-0.2256683136437312,0.6937306269373062,15,0.9679032096790321
737,Postcentral_R,CBCL-anxious_score,0.2252185519769149,0.1331866813318668,15,0.735464915046957
742,Postcentral_R,CBCL-depressive_prob_score,0.2244130967603634,0.147985201479852,15,0.7554153675541536
272,Frontal_Sup_R,Vineland-copy_skills_RAW_SCORE,-0.22385885838675926,0.34096590340965904,15,0.8764340957208628
612,Parietal_Sup_R,CBCL-stress_prob_score,-0.22339838979786766,0.5711428857114289,15,0.930343747234472
225,Temporal_Pole_Mid_R,CBCL-som_comp_score,0.2230633009435314,0.1685831416858314,15,0.774501989053431
662,Frontal_Mid_L,Vineland-play_leisure_RAW_SCORE,-0.22189737578022697,0.13758624137586242,15,0.7380104901387257
613,Parietal_Sup_R,CBCL-thought_prob_score,-0.22176173413494482,0.56994300569943,15,0.930343747234472
1272,Angular_R,CBCL-rule_break_behav_score,0.2214239399797772,0.29717028297170284,15,0.8754957837549578
343,Precuneus_R,Vineland-domestic_RAW_SCORE,-0.22123990062904916,0.40575942405759424,15,0.8982752950862952
500,Precentral_L,CBCL-obsessive_comp_prob_score,-0.2210628378550836,0.6107389261073892,15,0.9437914605904941
61,Postcentral_L,Vineland-community_RAW_SCORE,-0.22091334709219665,0.20837916208379162,15,0.8014583157068909
1017,Cerebelum_10_R,CBCL-anxious_score,0.22059077351163583,0.24537546245375463,15,0.8515529865106398
1025,Cerebelum_10_R,CBCL-obsessive_comp_prob_score,0.2195276792588677,0.21197880211978803,15,0.8045432015938192
328,Precuneus_R,CBCL-sluggish_cogn_tempo_score,0.2192636318698893,0.40815918408159185,15,0.8982752950862952
522,Precentral_L,Vineland-play_leisure_RAW_SCORE,-0.21893874410315728,0.2545745425457454,15,0.8588056856964906
1292,Angular_R,Vineland-play_leisure_RAW_SCORE,-0.21893874410315728,0.2735726427357264,15,0.8700475243955426
1090,Cerebelum_7b_R,CBCL-conduct_prob_score,0.21828206253269972,0.1775822417758224,15,0.774501989053431
149,Frontal_Sup_Medial_R,CBCL-internalizing_score,0.21827297180273164,0.0999900009999,15,0.6906856484162904
348,Precuneus_R,Vineland-receptive_RAW_SCORE,0.2171365484603089,0.33456654334566543,15,0.8764340957208628
1162,Frontal_Inf_Oper_L,CBCL-depressive_prob_score,-0.2167799982310993,0.31016898310168983,15,0.8764340957208628
203,Frontal_Sup_Orb_L,Vineland-domestic_RAW_SCORE,-0.21534016994560784,0.47735226477352266,15,0.9027742387051617
1127,Frontal_Med_Orb_L,CBCL-depressive_prob_score,0.2152533785252465,0.3915608439156084,15,0.8966423619076
810,Cerebelum_4_5_R,CBCL-conduct_prob_score,0.21525036721974553,0.1207879212078792,15,0.7180871870971899
975,Cerebelum_8_R,Vineland-inter_pers_rel_RAW_SCORE,0.21502232450307138,0.8601139886011399,15,0.9906701637528555
1349,Occipital_Inf_R,CBCL-total_problems_score,0.21386523727474752,0.205979402059794,15,0.7995876312645743
164,Frontal_Sup_Medial_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.21365831768773694,0.8887111288871112,12,0.9906701637528555
31,Frontal_Sup_Orb_R,Vineland-personal_RAW_SCORE,-0.2135495688557901,0.10738926107389261,15,0.6954143295347884
384,Occipital_Mid_L,Vineland-written_RAW_SCORE,-0.21339225791815683,0.26477352264773524,15,0.8700475243955426
991,Cerebelum_Crus2_R,CBCL-oppo_def_prob_score,-0.21313392674655757,0.8527147285271472,15,0.9906701637528555
449,Occipital_Sup_L,Vineland-expressive_RAW_SCORE,0.21107154772038936,0.6141385861413858,15,0.9437914605904941
851,Temporal_Mid_R,CBCL-oppo_def_prob_score,-0.21015303266618615,0.4841515848415158,15,0.9027742387051617
417,Occipital_Mid_R,Vineland-play_leisure_RAW_SCORE,-0.21006284907194822,0.34596540345965404,15,0.8764340957208628
207,Frontal_Sup_Orb_L,Vineland-play_leisure_RAW_SCORE,-0.21006284907194822,0.4841515848415158,15,0.9027742387051617
743,Postcentral_R,CBCL-externalizing_score,0.20975095157390383,0.1725827417258274,15,0.774501989053431
308,Thalamus_R,Vineland-domestic_RAW_SCORE,-0.20944043926216654,0.36236376362363765,15,0.8764340957208628
350,Occipital_Mid_L,CBCL-aggr_behav_score,0.20936387091282424,0.5355464453554645,15,0.9187330960906358
1066,Frontal_Inf_Orb_R,CBCL-som_prob_score,-0.20920685218893076,0.678932106789321,15,0.9649796441675629
1223,Frontal_Inf_Oper_R,Vineland-receptive_RAW_SCORE,0.20827383219662282,0.23897610238976102,15,0.8462790084627901
699,Frontal_Inf_Tri_R,Vineland-written_RAW_SCORE,-0.20750557494110425,0.4981501849815019,15,0.9027742387051617
1293,Angular_R,Vineland-receptive_RAW_SCORE,0.2067967128193418,0.5831416858314169,15,0.9330266973302671
823,Cerebelum_4_5_R,CBCL-thought_prob_score,-0.20677783317988097,0.7975202479752025,15,0.9874622293868175
293,Thalamus_R,CBCL-sluggish_cogn_tempo_score,0.20664414226586691,0.3341665833416658,15,0.8764340957208628
439,Occipital_Sup_L,CBCL-total_problems_score,0.2064905739204459,0.21337866213378662,15,0.8045432015938192
1237,Angular_L,CBCL-rule_break_behav_score,0.20646286295411653,0.22357764223577642,15,0.8172550891124987
1015,Cerebelum_10_R,CBCL-aggr_behav_score,0.2063941706161884,0.2765723427657234,15,0.8700475243955426
1169,Frontal_Inf_Oper_L,CBCL-social_prob_score,0.20622616344767492,0.48995100489951005,15,0.9027742387051617
936,Frontal_Inf_Tri_L,Vineland-community_RAW_SCORE,-0.20618579061938355,0.14578542145785423,15,0.7554153675541536
515,Precentral_L,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.20599309473915356,0.3725627437256274,12,0.8764340957208628
424,Occipital_Sup_L,CBCL-attention_prob_score,-0.20547207737948572,0.6883311668833116,15,0.9679032096790321
1023,Cerebelum_10_R,CBCL-externalizing_score,0.20531959344206077,0.2655734426557344,15,0.8700475243955426
934,Frontal_Inf_Tri_L,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",-0.20475588778408121,0.293970602939706,12,0.8754957837549578
365,Occipital_Mid_L,CBCL-som_comp_score,0.2047293310029672,0.5411458854114588,15,0.922340855938737
1379,Frontal_Mid_Orb_R,CBCL-social_prob_score,0.2047208629845532,0.19038096190380963,15,0.7745623132211273
5,Frontal_Sup_Orb_R,CBCL-conduct_prob_score,-0.20463943362440595,0.7843215678432157,15,0.986185043973161
602,Parietal_Sup_R,CBCL-depressive_prob_score,0.2045670405842768,0.2455754424557544,15,0.8515529865106398
923,Frontal_Inf_Tri_L,CBCL-sluggish_cogn_tempo_score,0.20348926986486132,0.15978402159784022,15,0.77404024303452
421,Occipital_Sup_L,CBCL-anx_prob_score,0.20337230420499017,0.18998100189981001,15,0.7745623132211273
933,Frontal_Inf_Tri_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.20331597580671587,0.28017198280171984,12,0.8735874742147167
1256,Angular_L,Vineland-personal_RAW_SCORE,-0.2032402793248209,0.21377862213778623,15,0.8045432015938192
190,Frontal_Sup_Orb_L,CBCL-som_comp_score,-0.20320150017458685,0.40535946405359463,15,0.8982752950862952
390,Occipital_Mid_R,CBCL-conduct_prob_score,0.20312358596792887,0.45735426457354267,15,0.8982752950862952
180,Frontal_Sup_Orb_L,CBCL-conduct_prob_score,-0.20312358596792887,0.43375662433756623,15,0.8982752950862952
968,Cerebelum_8_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.20182100539637238,0.5395460453954605,12,0.9222004628805412
65,Postcentral_L,Vineland-inter_pers_rel_RAW_SCORE,-0.20176752367753958,0.27717228277172284,15,0.8700475243955426
1123,Frontal_Med_Orb_L,CBCL-attention_hyper_prob_score,-0.201245669667016,0.43875612438756123,15,0.8982752950862952
1298,Frontal_Mid_R,CBCL-attention_hyper_prob_score,-0.201245669667016,0.5871412858714129,15,0.9350428593504286
527,Parietal_Inf_L,CBCL-anxious_score,0.20053706682875985,0.15258474152584742,15,0.7602086766412327
709,Frontal_Mid_Orb_L,CBCL-internalizing_score,0.2004547700229168,0.6401359864013598,15,0.9570381212669038
1042,Cerebelum_10_R,Vineland-copy_skills_RAW_SCORE,0.20029476803025828,0.8913108689131087,15,0.9906701637528555
720,Frontal_Mid_Orb_L,"VSA DAS_SA,PC_ABILITY_SCORE",0.19999999999999998,0.6455354464553544,15,0.9570381212669038
1226,Angular_L,CBCL-anx_prob_score,0.1988529196671015,0.28377162283771623,15,0.8749894241345096
1361,Occipital_Inf_R,Vineland-personal_RAW_SCORE,-0.19882201238297698,0.36596340365963403,15,0.8764340957208628
1332,Occipital_Inf_R,CBCL-anxious_score,0.19745188118524049,0.2465753424657534,15,0.8515529865106398
1217,Frontal_Inf_Oper_R,Vineland-copy_skills_RAW_SCORE,-0.19734925673569567,0.7497250274972502,15,0.986185043973161
1285,Angular_R,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.1970368732287556,0.17178282171782822,12,0.774501989053431
781,CSF,CBCL-oppo_def_prob_score,-0.19673900930451468,0.44075592440755923,15,0.8982752950862952
485,Occipital_Sup_R,Vineland-inter_pers_rel_RAW_SCORE,0.19587650108841437,0.7241275872412759,15,0.9803077663248169
765,Postcentral_R,Vineland-inter_pers_rel_RAW_SCORE,-0.19587650108841437,0.3097690230976902,15,0.8764340957208628
349,Precuneus_R,Vineland-written_RAW_SCORE,-0.19573220898699903,0.44275572442755723,15,0.8982752950862952
808,Cerebelum_4_5_R,CBCL-attention_hyper_prob_score,-0.19523833624412,0.8223177682231777,15,0.9884187245371434
228,Temporal_Pole_Mid_R,CBCL-thought_prob_score,-0.1947907124158299,0.6483351664833517,15,0.9570381212669038
588,Parietal_Sup_L,Vineland-domestic_RAW_SCORE,-0.19469111255356328,0.09459054094590541,15,0.6906856484162904
956,Cerebelum_8_R,CBCL-oppo_def_prob_score,-0.19375811522414324,0.8425157484251575,15,0.9906701637528555
974,Cerebelum_8_R,Vineland-expressive_RAW_SCORE,0.19335925000958745,0.9347065293470653,15,0.9967767438570776
1386,Frontal_Mid_Orb_R,"VSA DAS_SA,matrices_ABILITY_SCORE",0.19317538273082074,0.9633036696330367,15,1.0
660,Frontal_Mid_L,Vineland-inter_pers_rel_RAW_SCORE,-0.1929309897938517,0.18538146185381463,15,0.7745623132211273
551,Parietal_Inf_L,Vineland-community_RAW_SCORE,-0.1929309897938517,0.1307869213078692,15,0.735464915046957
552,Parietal_Inf_L,Vineland-copy_skills_RAW_SCORE,-0.1929309897938517,0.1361863813618638,15,0.735464915046957
454,Occipital_Sup_L,Vineland-written_RAW_SCORE,-0.19278886749847268,0.21697830216978303,15,0.8094681248055566
277,Frontal_Sup_R,Vineland-play_leisure_RAW_SCORE,-0.19231105900953005,0.42415758424157585,15,0.8982752950862952
99,Frontal_Sup_L,Vineland-expressive_RAW_SCORE,0.19188322520035397,0.7925207479252074,15,0.9874622293868175
1391,Frontal_Mid_Orb_R,Vineland-community_RAW_SCORE,-0.19145823414657043,0.252974702529747,15,0.857541364507617
775,CSF,CBCL-conduct_prob_score,0.19099680471611225,0.43895610438956106,15,0.8982752950862952
1382,Frontal_Mid_Orb_R,CBCL-stress_prob_score,-0.19063329262751372,0.7613238676132387,15,0.986185043973161
640,Frontal_Mid_L,CBCL-obsessive_comp_prob_score,-0.1903596659307664,0.9199080091990801,15,0.9944951450800866
314,Thalamus_R,Vineland-written_RAW_SCORE,-0.1898455260099464,0.42555744425557446,15,0.8982752950862952
423,Occipital_Sup_L,CBCL-attention_hyper_prob_score,-0.18923100282122401,0.7505249475052495,15,0.986185043973161
913,Frontal_Inf_Tri_L,CBCL-attention_hyper_prob_score,-0.18923100282122401,0.7313268673132687,15,0.9854260002296209
204,Frontal_Sup_Orb_L,Vineland-expressive_RAW_SCORE,-0.188931175581887,0.5525447455254474,15,0.9242086544033769
290,Thalamus_R,CBCL-obsessive_comp_prob_score,-0.18882450733455056,0.49435056494350565,15,0.9027742387051617
342,Precuneus_R,Vineland-copy_skills_RAW_SCORE,-0.18851272285200782,0.46395360463953605,15,0.8982752950862952
375,Occipital_Mid_L,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.18808065171835764,0.38196180381961803,12,0.886810158121833
935,Frontal_Inf_Tri_L,"VSA DAS_SA,word_defn_ABILITY_SCORE",-0.18808065171835764,0.3585641435856414,12,0.8764340957208628
713,Frontal_Mid_Orb_L,CBCL-sluggish_cogn_tempo_score,0.18771490785983333,0.6687331266873313,15,0.9631958614838106
803,CSF,Vineland-receptive_RAW_SCORE,0.1875941609146886,0.5389461053894611,15,0.9222004628805412
721,Frontal_Mid_Orb_L,"VSA DAS_SA,matrices_ABILITY_SCORE",0.18723152480064167,0.6935306469353064,15,0.9679032096790321
171,Frontal_Sup_Medial_R,Vineland-personal_RAW_SCORE,-0.1870399672047265,0.3481651834816518,15,0.8764340957208628
271,Frontal_Sup_R,Vineland-community_RAW_SCORE,-0.1870399672047265,0.41435856414358563,15,0.8982752950862952
653,Frontal_Mid_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.1868713012929374,0.26137386261373863,12,0.8691767402832163
224,Temporal_Pole_Mid_R,CBCL-social_prob_score,0.1866572574270926,0.26777322267773224,15,0.8700475243955426
192,Frontal_Sup_Orb_L,CBCL-stress_prob_score,-0.18616532483155637,0.4497550244975502,15,0.8982752950862952
1008,Cerebelum_Crus2_R,Vineland-domestic_RAW_SCORE,-0.1858415165284013,0.10378962103789621,15,0.6906856484162904
1287,Angular_R,Vineland-copy_skills_RAW_SCORE,-0.1855672115574452,0.3103689631036896,15,0.8764340957208628
1116,Cerebelum_7b_R,Vineland-personal_RAW_SCORE,-0.1855672115574452,0.10218978102189781,15,0.6906856484162904
516,Precentral_L,Vineland-community_RAW_SCORE,-0.1855672115574452,0.2715728427157284,15,0.8700475243955426
1212,Frontal_Inf_Oper_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.18537633088259386,0.06159384061593841,12,0.6230362879205037
1353,Occipital_Inf_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.18537633088259386,0.40075992400759924,12,0.8982752950862952
1243,Angular_L,CBCL-thought_prob_score,-0.1843019817472852,0.6315368463153684,15,0.9526280956403821
1059,Frontal_Inf_Orb_R,CBCL-internalizing_score,0.18412141839141988,0.2445755424457554,15,0.8515529865106398
831,Cerebelum_4_5_R,Vineland-community_RAW_SCORE,-0.18409445591016388,0.2957704229577042,15,0.8754957837549578
247,Frontal_Sup_R,CBCL-anxious_score,0.18356854578940326,0.3317668233176682,15,0.8764340957208628
32,Frontal_Sup_Orb_R,Vineland-play_leisure_RAW_SCORE,-0.18343516397832094,0.1357864213578642,15,0.735464915046957
903,Temporal_Inf_R,Vineland-domestic_RAW_SCORE,-0.1828916511866806,0.18698130186981302,15,0.7745623132211273
896,Temporal_Inf_R,"VSA DAS_SA,matrices_ABILITY_SCORE",0.18277363135300734,0.8873112688731127,15,0.9906701637528555
1252,Angular_L,Vineland-copy_skills_RAW_SCORE,-0.18262170026288255,0.278972102789721,15,0.8717878212178781
339,Precuneus_R,"VSA DAS_SA,verbal_similarities_ABILITY_SCORE",0.18249981302494195,0.9985001499850015,12,1.0
1003,Cerebelum_Crus2_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.18238639006190688,0.26917308269173085,12,0.8700475243955426
50,Postcentral_L,CBCL-som_comp_score,0.18181186857726192,0.28817118288171184,15,0.8754957837549578
1268,Angular_R,CBCL-externalizing_score,0.18168568340556457,0.3725627437256274,15,0.8764340957208628
134,Frontal_Sup_Medial_L,Vineland-expressive_RAW_SCORE,0.18155105153571952,0.7669233076692331,15,0.986185043973161
684,Frontal_Inf_Tri_R,CBCL-total_problems_score,0.1814167185158203,0.3311668833116688,15,0.8764340957208628
166,Frontal_Sup_Medial_R,Vineland-community_RAW_SCORE,-0.18114894461560124,0.36776322367763226,15,0.8764340957208628
1041,Cerebelum_10_R,Vineland-community_RAW_SCORE,0.18114894461560124,0.9379062093790621,15,0.9967767438570776
397,Occipital_Mid_R,CBCL-rule_break_behav_score,0.1810290320104935,0.5123487651234877,15,0.9129213660912389
432,Occipital_Sup_L,CBCL-rule_break_behav_score,0.1810290320104935,0.24877512248775122,15,0.8515529865106398
629,Parietal_Sup_R,Vineland-written_RAW_SCORE,-0.18101550154436752,0.29857014298570145,15,0.8754957837549578
859,Temporal_Mid_R,CBCL-total_problems_score,0.17994178584495996,0.391960803919608,15,0.8966423619076
1316,Frontal_Mid_R,"VSA DAS_SA,matrices_ABILITY_SCORE",0.1798017023879178,0.8341165883411659,15,0.9898334490875238
55,Postcentral_L,"VSA DAS_SA,PC_ABILITY_SCORE",-0.17941176470588235,0.5401459854014599,15,0.9222004628805412
128,Frontal_Sup_Medial_L,"VSA DAS_SA,seq_qr_ABILITY_SCORE",-0.1793964492412199,0.45735426457354267,12,0.8982752950862952
1131,Frontal_Med_Orb_L,CBCL-oppo_def_prob_score,-0.17885364482228608,0.48475152484751527,15,0.9027742387051617
1048,Cerebelum_10_R,Vineland-receptive_RAW_SCORE,0.17873144465100255,0.9819018098190181,15,1.0
1363,Occipital_Inf_R,Vineland-receptive_RAW_SCORE,0.17873144465100255,0.4667533246675332,15,0.8982752950862952
1174,Frontal_Inf_Oper_L,CBCL-total_problems_score,0.17846685317409966,0.5661433856614339,15,0.9288790747093515
1071,Frontal_Inf_Orb_R,"VSA DAS_SA,matrices_ABILITY_SCORE",0.178315737905373,0.7193280671932807,15,0.9767791407086256
13,Frontal_Sup_Orb_R,CBCL-sluggish_cogn_tempo_score,0.17825029065681652,0.21497850214978503,15,0.80622953747406
1388,Frontal_Mid_Orb_R,"VSA DAS_SA,seq_qr_ABILITY_SCORE",0.1779014788308764,0.38736126387361264,12,0.8919502786563449
1362,Occipital_Inf_R,Vineland-play_leisure_RAW_SCORE,-0.17751790062418157,0.44115588441155884,15,0.8982752950862952
1244,Angular_L,CBCL-total_problems_score,0.17699192050323934,0.3361663833616638,15,0.8764340957208628
798,CSF,Vineland-domestic_RAW_SCORE,-0.17699192050323934,0.397960203979602,15,0.8982752950862952
158,Frontal_Sup_Medial_R,CBCL-thought_prob_score,-0.17681003126975328,0.9835016498350165,15,1.0
691,Frontal_Inf_Tri_R,Vineland-community_RAW_SCORE,-0.1767306776737573,0.5231476852314768,15,0.9150645484764882
520,Precentral_L,Vineland-inter_pers_rel_RAW_SCORE,-0.1767306776737573,0.3341665833416658,15,0.8764340957208628
280,Thalamus_R,CBCL-aggr_behav_score,-0.1766971676498304,0.5937406259374063,15,0.9403132084981547
1189,Frontal_Inf_Oper_L,Vineland-written_RAW_SCORE,-0.17660048931157807,0.2745725427457254,15,0.8700475243955426
1317,Frontal_Mid_R,"VSA DAS_SA,rd_ABILITY_SCORE",-0.17640650842053288,0.011198880111988802,12,0.41995800419958
547,Parietal_Inf_L,"VSA DAS_SA,rd_ABILITY_SCORE",-0.17640650842053288,0.007599240075992401,12,0.41995800419958
212,Temporal_Pole_Mid_R,CBCL-anxious_score,0.1758555816806048,0.33196680331966805,15,0.8764340957208628
568,Parietal_Sup_L,CBCL-externalizing_score,0.17577720589644052,0.2853714628537146,15,0.8754957837549578
1206,Frontal_Inf_Oper_R,CBCL-som_prob_score,-0.17573375583870182,0.8661133886611339,15,0.9906701637528555
940,Frontal_Inf_Tri_L,Vineland-inter_pers_rel_RAW_SCORE,-0.17525792202647603,0.18318168183181682,15,0.7745623132211273
771,CSF,CBCL-anx_prob_score,0.17474953546502858,0.44635536446355367,15,0.8982752950862952
110,Frontal_Sup_Medial_L,CBCL-conduct_prob_score,0.17432248049486435,0.20837916208379162,15,0.8014583157068909
1333,Occipital_Inf_R,CBCL-attention_hyper_prob_score,-0.174212669263984,0.7989201079892011,15,0.9874622293868175
925,Frontal_Inf_Tri_L,CBCL-som_comp_score,0.17417271443536017,0.2101789821017898,15,0.8045432015938192
1113,Cerebelum_7b_R,Vineland-domestic_RAW_SCORE,-0.17404205516151866,0.1197880211978802,15,0.7180871870971899
368,Occipital_Mid_L,CBCL-thought_prob_score,0.17381325107874052,0.6465353464653535,15,0.9570381212669038
1006,Cerebelum_Crus2_R,Vineland-community_RAW_SCORE,-0.17378516637919467,0.1161883811618838,15,0.7072336244636406
874,Temporal_Mid_R,Vineland-written_RAW_SCORE,-0.17365714782305175,0.3575642435756424,15,0.8764340957208628
